sexo;fono;edad;hijos;Garante;Aval;meses;renta;morosidad
Masculino;Si;51;2;Si;No;15;Fija;No
Masculino;No;51;2;Si;Si;15;Variable;No
Femenino;No;51;2;Si;Si;15;Variable;No
Masculino;Si;51;1;Si;Si;15;Fija;No
Masculino;Si;51;0;Si;Si;15;Variable;No
Masculino;No;51;0;Si;Si;15;Variable;No
Masculino;Si;52;3;No;Si;15;Variable;No
Femenino;No;52;3;Si;No;15;Variable;No
Masculino;No;52;2;Si;Si;15;Fija;No
Masculino;No;52;2;Si;No;15;Variable;No
Masculino;Si;52;1;Si;No;15;Fija;Si
Femenino;Si;52;1;No;Si;15;Variable;No
Masculino;No;52;0;Si;Si;15;Fija;No
Femenino;Si;53;4;No;No;15;Fija;Si
Femenino;Si;53;3;Si;Si;15;Variable;No
Femenino;No;53;2;No;No;15;Fija;No
Masculino;No;53;2;No;No;15;Variable;No
Masculino;Si;53;2;Si;Si;15;Variable;No
Femenino;No;53;1;Si;Si;15;Variable;No
Femenino;Si;53;0;Si;Si;15;Variable;No
Femenino;No;54;3;Si;Si;15;Variable;No
Femenino;No;54;2;No;Si;15;Variable;No
Femenino;No;54;2;No;Si;15;Variable;No
Femenino;Si;54;1;Si;Si;15;Fija;No
Femenino;Si;54;1;Si;Si;15;Fija;No
Masculino;No;54;1;Si;Si;15;Variable;No
Masculino;Si;54;1;Si;Si;15;Variable;No
Masculino;No;55;5;Si;No;15;Fija;No
Femenino;No;55;4;Si;Si;15;Fija;Si
Femenino;Si;55;4;Si;Si;15;Variable;Si
Masculino;Si;55;4;Si;Si;15;Variable;Si
Femenino;No;55;4;Si;Si;15;Variable;Si
Femenino;No;55;3;Si;Si;15;Fija;No
Femenino;Si;55;2;No;No;15;Variable;No
Masculino;No;55;2;Si;Si;15;Variable;No
Masculino;Si;55;1;Si;Si;15;Fija;No
Masculino;No;55;1;No;Si;15;Fija;No
Femenino;Si;55;1;Si;Si;15;Variable;No
Femenino;Si;55;0;Si;No;15;Variable;No
Femenino;No;55;0;Si;Si;15;Variable;No
Femenino;No;56;4;Si;Si;15;Variable;Si
Masculino;Si;56;2;No;No;15;Fija;No
Masculino;Si;56;1;No;Si;15;Variable;No
Masculino;No;56;0;No;Si;15;Fija;No
Femenino;Si;56;0;Si;Si;15;Fija;No
Masculino;No;57;4;Si;Si;15;Variable;Si
Masculino;No;57;1;Si;Si;15;Variable;No
Femenino;No;57;1;Si;Si;15;Variable;No
Femenino;No;57;0;Si;Si;15;Variable;No
Masculino;Si;58;2;No;Si;15;Variable;No
Femenino;Si;58;2;Si;Si;15;Variable;No
Femenino;Si;59;5;No;No;15;Fija;Si
Femenino;No;59;1;Si;Si;15;Variable;No
Masculino;No;59;0;No;No;15;Fija;No
Masculino;Si;61;0;No;No;15;Variable;No
Masculino;Si;62;2;No;No;15;Variable;No
Femenino;Si;62;1;Si;No;15;Fija;No
Femenino;Si;62;0;Si;Si;15;Variable;No
Masculino;Si;63;1;Si;Si;15;Variable;No
Femenino;No;63;1;Si;Si;15;Variable;No
Masculino;Si;63;0;Si;Si;15;Variable;No
Femenino;No;63;0;Si;Si;15;Variable;No
Femenino;No;64;0;Si;Si;15;Variable;No
Femenino;No;65;0;Si;Si;15;Variable;No
Masculino;No;66;0;Si;Si;15;Variable;No
Masculino;Si;66;0;Si;Si;15;Variable;No
Masculino;No;67;1;Si;Si;15;Fija;No
Femenino;No;68;2;No;No;15;Variable;No
Masculino;Si;68;0;No;No;15;Variable;No
Femenino;Si;68;0;No;No;15;Variable;No
Masculino;No;68;0;Si;Si;15;Variable;No
Masculino;No;69;2;Si;Si;15;Fija;No
Masculino;No;69;1;No;Si;15;Fija;No
Masculino;No;69;0;Si;Si;15;Variable;No
Femenino;No;69;0;Si;No;15;Variable;No
Femenino;No;69;0;No;Si;15;Variable;No
Femenino;Si;69;0;Si;Si;15;Variable;No
Femenino;Si;72;5;Si;Si;15;Variable;Si
Femenino;Si;73;0;Si;Si;15;Variable;No
Masculino;No;75;3;Si;Si;15;Variable;No
Femenino;Si;75;1;Si;Si;15;Fija;No
Femenino;Si;75;0;No;No;15;Fija;No
Masculino;Si;75;0;No;Si;15;Variable;No
Masculino;Si;25;0;Si;Si;14;Fija;No
Masculino;No;32;4;No;No;14;Fija;Si
Masculino;Si;33;5;Si;Si;14;Fija;Si
Femenino;Si;34;5;Si;Si;14;Fija;Si
Masculino;No;35;4;Si;No;14;Fija;Si
Femenino;No;36;4;Si;Si;14;Fija;Si
Masculino;Si;36;4;Si;Si;14;Variable;Si
Femenino;No;36;3;No;No;14;Variable;No
Masculino;Si;36;3;Si;Si;14;Variable;No
Masculino;Si;36;2;Si;Si;14;Fija;No
Masculino;No;36;2;Si;Si;14;Fija;No
Femenino;No;36;2;Si;Si;14;Variable;No
Masculino;Si;36;2;Si;Si;14;Variable;No
Femenino;No;36;2;Si;Si;14;Variable;No
Femenino;Si;36;1;No;No;14;Fija;No
Femenino;No;36;1;Si;Si;14;Fija;No
Masculino;Si;36;1;No;No;14;Fija;No
Masculino;No;36;1;Si;No;14;Fija;No
Masculino;No;36;1;Si;Si;14;Variable;No
Femenino;No;36;1;Si;Si;14;Variable;No
Femenino;No;36;0;No;No;14;Fija;No
Femenino;No;36;0;Si;Si;14;Fija;No
Masculino;No;36;0;Si;Si;14;Variable;No
Femenino;Si;36;0;Si;No;14;Variable;No
Masculino;No;36;0;Si;No;14;Variable;No
Femenino;No;36;0;Si;Si;14;Variable;No
Masculino;Si;36;0;Si;Si;14;Variable;No
Masculino;No;37;4;Si;No;14;Fija;Si
Masculino;No;37;4;Si;No;14;Fija;Si
Masculino;No;37;4;No;No;14;Fija;Si
Masculino;Si;37;3;Si;Si;14;Variable;No
Masculino;Si;37;3;No;No;14;Variable;No
Femenino;No;37;3;No;Si;14;Variable;No
Femenino;No;37;3;No;Si;14;Variable;No
Masculino;No;37;3;No;No;14;Variable;No
Femenino;Si;37;2;No;Si;14;Fija;No
Femenino;Si;37;2;Si;Si;14;Fija;No
Masculino;No;37;2;Si;No;14;Fija;No
Masculino;Si;37;2;No;Si;14;Fija;No
Masculino;Si;37;2;No;No;14;Fija;No
Femenino;No;37;2;No;No;14;Variable;No
Masculino;No;37;2;Si;Si;14;Variable;No
Masculino;Si;37;2;No;No;14;Variable;No
Femenino;No;37;2;Si;Si;14;Variable;No
Masculino;No;37;2;Si;No;14;Variable;No
Femenino;Si;37;1;Si;Si;14;Fija;No
Masculino;Si;37;1;Si;Si;14;Fija;No
Femenino;No;37;1;Si;Si;14;Fija;No
Femenino;Si;37;1;Si;Si;14;Variable;No
Femenino;Si;37;1;Si;Si;14;Variable;No
Femenino;No;37;1;Si;No;14;Variable;No
Masculino;No;37;0;Si;No;14;Fija;No
Femenino;No;37;0;Si;Si;14;Fija;No
Femenino;Si;37;0;Si;No;14;Fija;No
Masculino;No;37;0;Si;No;14;Variable;No
Femenino;No;37;0;No;No;14;Variable;No
Masculino;No;38;5;Si;No;14;Fija;Si
Masculino;No;38;5;Si;Si;14;Variable;No
Masculino;No;38;3;Si;No;14;Fija;No
Femenino;No;38;3;Si;Si;14;Fija;No
Femenino;No;38;3;Si;Si;14;Variable;No
Femenino;Si;38;3;No;No;14;Variable;No
Masculino;No;38;2;No;Si;14;Fija;No
Femenino;Si;38;2;Si;No;14;Fija;No
Masculino;No;38;2;No;Si;14;Fija;No
Femenino;No;38;2;Si;Si;14;Variable;No
Masculino;No;38;2;No;No;14;Variable;No
Masculino;No;38;2;Si;Si;14;Variable;No
Femenino;Si;38;1;Si;No;14;Fija;No
Femenino;No;38;1;No;Si;14;Fija;Si
Femenino;Si;38;1;No;No;14;Fija;No
Masculino;No;38;1;Si;Si;14;Variable;No
Femenino;Si;38;1;Si;Si;14;Variable;No
Femenino;No;38;1;No;No;14;Variable;No
Femenino;No;38;1;Si;Si;14;Variable;No
Femenino;No;38;1;Si;Si;14;Variable;No
Masculino;No;38;0;Si;No;14;Fija;No
Masculino;Si;38;0;Si;Si;14;Fija;No
Femenino;Si;38;0;No;No;14;Fija;No
Masculino;No;38;0;Si;Si;14;Fija;No
Femenino;Si;38;0;No;Si;14;Fija;No
Masculino;No;38;0;Si;No;14;Variable;No
Masculino;No;39;5;No;No;14;Variable;Si
Femenino;No;39;4;No;No;14;Fija;Si
Masculino;No;39;3;Si;Si;14;Fija;No
Masculino;No;39;2;Si;Si;14;Fija;No
Femenino;Si;39;2;No;Si;14;Fija;No
Masculino;Si;39;2;No;Si;14;Fija;No
Femenino;No;39;2;No;Si;14;Variable;No
Masculino;Si;39;2;No;No;14;Variable;No
Masculino;Si;39;2;Si;Si;14;Variable;No
Femenino;No;39;2;Si;No;14;Variable;No
Masculino;Si;39;2;No;No;14;Variable;No
Masculino;Si;39;2;No;No;14;Variable;No
Femenino;Si;39;1;Si;Si;14;Fija;No
Masculino;No;39;1;Si;Si;14;Fija;No
Femenino;Si;39;1;Si;No;14;Fija;No
Femenino;No;39;1;No;No;14;Variable;No
Femenino;No;39;1;Si;Si;14;Variable;No
Femenino;Si;39;1;No;Si;14;Variable;No
Masculino;Si;39;1;No;No;14;Variable;No
Masculino;No;39;1;Si;Si;14;Variable;No
Masculino;Si;39;0;Si;Si;14;Fija;No
Masculino;Si;39;0;Si;Si;14;Fija;No
Femenino;Si;39;0;Si;No;14;Fija;No
Masculino;No;39;0;Si;No;14;Variable;No
Masculino;No;39;0;Si;Si;14;Variable;No
Masculino;Si;39;0;No;No;14;Variable;No
Masculino;No;39;0;Si;Si;14;Variable;No
Femenino;No;39;0;Si;Si;14;Variable;No
Masculino;No;39;0;No;No;14;Variable;No
Masculino;Si;40;4;No;No;14;Fija;Si
Femenino;No;40;4;Si;Si;14;Variable;Si
Masculino;No;40;4;Si;Si;14;Variable;No
Femenino;Si;40;3;Si;No;14;Variable;No
Masculino;Si;40;3;Si;Si;14;Variable;No
Femenino;No;40;3;Si;Si;14;Variable;No
Masculino;Si;40;2;Si;No;14;Fija;No
Masculino;Si;40;2;Si;Si;14;Fija;No
Femenino;No;40;2;Si;No;14;Fija;No
Masculino;Si;40;2;Si;No;14;Fija;No
Femenino;No;40;2;Si;Si;14;Variable;No
Femenino;No;40;2;No;Si;14;Variable;No
Masculino;No;40;2;No;No;14;Variable;No
Femenino;Si;40;2;Si;Si;14;Variable;No
Femenino;No;40;2;Si;Si;14;Variable;No
Masculino;No;40;2;Si;Si;14;Variable;No
Masculino;No;40;1;Si;No;14;Fija;No
Femenino;Si;40;1;Si;Si;14;Variable;No
Femenino;No;40;1;Si;Si;14;Variable;No
Femenino;No;40;1;Si;No;14;Variable;No
Femenino;No;40;1;Si;Si;14;Variable;No
Femenino;Si;40;1;Si;Si;14;Variable;No
Masculino;Si;40;0;No;No;14;Fija;No
Femenino;No;40;0;Si;No;14;Fija;No
Femenino;Si;40;0;Si;No;14;Fija;No
Femenino;Si;40;0;No;Si;14;Fija;No
Masculino;Si;40;0;Si;Si;14;Variable;No
Femenino;No;40;0;Si;Si;14;Variable;No
Masculino;No;41;4;Si;No;14;Fija;Si
Masculino;No;41;4;No;No;14;Fija;Si
Femenino;No;41;4;Si;Si;14;Variable;Si
Femenino;Si;41;4;No;No;14;Variable;No
Femenino;Si;41;3;Si;Si;14;Fija;No
Masculino;No;41;3;No;Si;14;Variable;No
Masculino;No;41;3;Si;Si;14;Variable;No
Femenino;Si;41;3;Si;Si;14;Variable;No
Femenino;No;41;3;No;Si;14;Variable;No
Femenino;No;41;2;Si;No;14;Fija;No
Masculino;Si;41;2;Si;No;14;Fija;No
Femenino;Si;41;2;No;Si;14;Fija;No
Masculino;Si;41;2;Si;Si;14;Variable;No
Femenino;No;41;2;Si;Si;14;Variable;No
Femenino;No;41;2;No;No;14;Variable;No
Masculino;Si;41;2;Si;Si;14;Variable;No
Femenino;No;41;2;No;Si;14;Variable;No
Femenino;No;41;1;Si;Si;14;Fija;No
Femenino;No;41;1;Si;Si;14;Fija;No
Masculino;Si;41;1;Si;Si;14;Variable;No
Femenino;No;41;1;Si;Si;14;Variable;No
Femenino;No;41;1;Si;Si;14;Variable;No
Masculino;Si;41;0;Si;Si;14;Fija;No
Masculino;Si;41;0;No;Si;14;Fija;No
Masculino;Si;42;4;Si;Si;14;Fija;No
Masculino;Si;42;3;Si;Si;14;Variable;No
Masculino;No;42;3;Si;Si;14;Variable;No
Masculino;Si;42;2;Si;Si;14;Fija;No
Masculino;Si;42;2;Si;Si;14;Fija;No
Masculino;Si;42;2;Si;Si;14;Fija;No
Femenino;No;42;2;Si;Si;14;Fija;No
Masculino;No;42;2;Si;No;14;Fija;No
Femenino;No;42;2;No;Si;14;Fija;No
Masculino;No;42;2;Si;Si;14;Fija;No
Masculino;No;42;2;No;No;14;Fija;Si
Masculino;Si;42;2;Si;Si;14;Variable;No
Masculino;No;42;2;Si;Si;14;Variable;No
Masculino;Si;42;2;Si;Si;14;Variable;No
Masculino;No;42;2;Si;No;14;Variable;No
Masculino;No;42;2;Si;Si;14;Variable;No
Femenino;Si;42;2;No;No;14;Variable;No
Masculino;No;42;2;Si;Si;14;Variable;No
Femenino;No;42;2;Si;Si;14;Variable;No
Masculino;No;42;1;Si;No;14;Fija;No
Masculino;Si;42;1;Si;Si;14;Variable;No
Femenino;Si;42;1;Si;Si;14;Variable;No
Femenino;No;42;1;Si;Si;14;Variable;No
Femenino;No;42;1;Si;Si;14;Variable;No
Masculino;Si;42;0;No;No;14;Fija;No
Masculino;Si;42;0;No;No;14;Fija;No
Masculino;Si;42;0;No;No;14;Fija;No
Femenino;Si;42;0;Si;No;14;Fija;No
Femenino;Si;42;0;Si;Si;14;Fija;No
Femenino;No;42;0;Si;Si;14;Fija;No
Femenino;Si;42;0;No;Si;14;Variable;No
Femenino;No;42;0;Si;Si;14;Variable;No
Masculino;No;42;0;Si;Si;14;Variable;No
Femenino;No;42;0;Si;Si;14;Variable;No
Masculino;Si;42;0;Si;Si;14;Variable;No
Femenino;No;43;5;Si;Si;14;Variable;Si
Masculino;Si;43;3;No;No;14;Fija;No
Masculino;No;43;3;Si;Si;14;Variable;No
Femenino;Si;43;3;No;Si;14;Variable;No
Masculino;Si;43;3;Si;Si;14;Variable;No
Masculino;No;43;3;Si;Si;14;Variable;No
Masculino;Si;43;2;Si;Si;14;Fija;No
Masculino;Si;43;2;Si;Si;14;Fija;No
Masculino;No;43;2;Si;No;14;Fija;No
Masculino;No;43;2;No;No;14;Fija;No
Femenino;Si;43;2;No;No;14;Fija;No
Femenino;No;43;2;Si;Si;14;Fija;No
Masculino;No;43;2;Si;Si;14;Fija;No
Femenino;Si;43;2;Si;Si;14;Variable;No
Masculino;Si;43;2;No;Si;14;Variable;No
Masculino;Si;43;2;Si;Si;14;Variable;No
Femenino;Si;43;2;Si;Si;14;Variable;No
Masculino;No;43;2;Si;Si;14;Variable;No
Masculino;Si;43;2;Si;No;14;Variable;No
Masculino;No;43;2;Si;Si;14;Variable;No
Masculino;No;43;2;Si;Si;14;Variable;No
Masculino;No;43;2;Si;Si;14;Variable;No
Masculino;No;43;2;Si;Si;14;Variable;No
Masculino;Si;43;2;No;No;14;Variable;No
Masculino;Si;43;1;Si;Si;14;Fija;No
Masculino;No;43;1;Si;No;14;Fija;No
Femenino;Si;43;1;Si;Si;14;Fija;No
Masculino;Si;43;1;No;Si;14;Fija;No
Femenino;Si;43;1;Si;Si;14;Fija;No
Masculino;Si;43;1;Si;Si;14;Variable;No
Femenino;No;43;1;Si;Si;14;Variable;No
Femenino;No;43;1;Si;Si;14;Variable;No
Femenino;Si;43;1;No;Si;14;Variable;No
Femenino;No;43;1;Si;Si;14;Variable;No
Masculino;Si;43;1;No;No;14;Variable;No
Femenino;No;43;0;Si;Si;14;Fija;No
Masculino;No;43;0;Si;No;14;Fija;No
Femenino;Si;43;0;Si;Si;14;Fija;No
Masculino;No;43;0;Si;Si;14;Variable;No
Masculino;No;43;0;Si;No;14;Variable;No
Masculino;Si;43;0;Si;Si;14;Variable;No
Femenino;No;44;5;Si;Si;14;Variable;No
Femenino;Si;44;5;Si;Si;14;Variable;Si
Masculino;No;44;4;No;No;14;Fija;Si
Femenino;No;44;4;Si;Si;14;Variable;No
Masculino;No;44;3;Si;No;14;Fija;No
Masculino;Si;44;3;Si;Si;14;Variable;No
Femenino;No;44;3;Si;Si;14;Variable;No
Femenino;Si;44;3;Si;Si;14;Variable;No
Femenino;No;44;3;Si;Si;14;Variable;No
Masculino;No;44;3;No;No;14;Variable;No
Masculino;Si;44;3;Si;Si;14;Variable;No
Femenino;Si;44;2;Si;No;14;Fija;No
Femenino;Si;44;2;Si;Si;14;Fija;No
Femenino;No;44;2;No;Si;14;Fija;No
Femenino;Si;44;2;No;Si;14;Fija;No
Masculino;No;44;2;Si;Si;14;Variable;No
Masculino;No;44;2;No;No;14;Variable;No
Femenino;No;44;2;Si;Si;14;Variable;No
Femenino;No;44;2;Si;Si;14;Variable;No
Femenino;No;44;2;Si;Si;14;Variable;No
Masculino;Si;44;2;Si;Si;14;Variable;No
Femenino;No;44;2;Si;Si;14;Variable;No
Femenino;Si;44;2;Si;Si;14;Variable;No
Masculino;No;44;2;Si;Si;14;Variable;No
Masculino;Si;44;2;Si;Si;14;Variable;No
Femenino;Si;44;2;No;No;14;Variable;No
Femenino;Si;44;2;Si;No;14;Variable;No
Masculino;No;44;2;No;Si;14;Variable;No
Femenino;Si;44;1;Si;Si;14;Fija;No
Masculino;Si;44;1;Si;No;14;Fija;No
Masculino;No;44;1;No;No;14;Fija;No
Masculino;Si;44;1;No;Si;14;Fija;No
Masculino;No;44;1;Si;No;14;Fija;No
Masculino;No;44;1;Si;Si;14;Variable;No
Masculino;No;44;1;Si;Si;14;Variable;No
Masculino;No;44;1;No;Si;14;Variable;No
Femenino;No;44;1;Si;No;14;Variable;No
Masculino;Si;44;1;Si;Si;14;Variable;No
Masculino;Si;44;0;No;No;14;Fija;No
Femenino;No;44;0;Si;Si;14;Fija;No
Femenino;Si;44;0;Si;Si;14;Fija;No
Femenino;No;44;0;Si;Si;14;Fija;No
Masculino;No;44;0;Si;Si;14;Fija;No
Masculino;No;45;5;Si;Si;14;Variable;No
Masculino;Si;45;4;Si;No;14;Fija;Si
Masculino;No;45;3;No;Si;14;Fija;No
Masculino;Si;45;3;Si;No;14;Variable;No
Femenino;Si;45;3;Si;No;14;Variable;No
Femenino;No;45;3;Si;Si;14;Variable;No
Masculino;No;45;3;Si;Si;14;Variable;No
Femenino;No;45;3;Si;Si;14;Variable;No
Masculino;Si;45;2;Si;Si;14;Fija;No
Masculino;Si;45;2;Si;Si;14;Fija;No
Masculino;Si;45;2;Si;Si;14;Fija;No
Masculino;No;45;2;Si;Si;14;Fija;Si
Masculino;Si;45;2;Si;Si;14;Variable;No
Femenino;No;45;2;No;No;14;Variable;No
Femenino;No;45;2;Si;No;14;Variable;No
Femenino;No;45;2;No;Si;14;Variable;No
Masculino;No;45;2;Si;Si;14;Variable;No
Masculino;Si;45;2;Si;Si;14;Variable;No
Masculino;Si;45;1;Si;No;14;Fija;No
Masculino;Si;45;1;Si;No;14;Fija;No
Masculino;Si;45;1;Si;No;14;Fija;No
Masculino;No;45;1;No;Si;14;Fija;No
Masculino;No;45;1;No;Si;14;Variable;No
Femenino;No;45;1;Si;Si;14;Variable;No
Masculino;Si;45;1;Si;Si;14;Variable;No
Femenino;No;45;1;Si;Si;14;Variable;No
Femenino;Si;45;1;Si;Si;14;Variable;No
Masculino;Si;45;1;Si;Si;14;Variable;No
Masculino;Si;45;0;Si;Si;14;Fija;No
Masculino;No;45;0;Si;No;14;Fija;No
Masculino;Si;45;0;Si;No;14;Fija;No
Femenino;Si;45;0;Si;Si;14;Fija;No
Masculino;No;45;0;Si;Si;14;Variable;No
Femenino;No;45;0;No;No;14;Variable;No
Masculino;No;46;5;No;No;14;Fija;Si
Masculino;Si;46;3;Si;Si;14;Fija;No
Masculino;No;46;3;No;No;14;Fija;No
Masculino;Si;46;2;Si;No;14;Fija;No
Femenino;Si;46;2;No;No;14;Fija;No
Femenino;No;46;2;Si;Si;14;Variable;No
Femenino;No;46;2;Si;Si;14;Variable;No
Masculino;No;46;2;Si;Si;14;Variable;No
Masculino;No;46;1;No;Si;14;Fija;No
Masculino;No;46;0;Si;Si;14;Variable;No
Masculino;No;47;4;Si;No;14;Variable;No
Femenino;Si;47;3;Si;Si;14;Variable;No
Femenino;No;47;3;Si;Si;14;Variable;No
Masculino;No;47;3;Si;Si;14;Variable;No
Masculino;Si;47;2;No;Si;14;Variable;No
Masculino;Si;47;2;No;No;14;Variable;No
Masculino;Si;47;2;No;No;14;Variable;No
Masculino;Si;47;2;Si;No;14;Variable;No
Femenino;Si;47;1;Si;Si;14;Variable;No
Masculino;Si;47;1;Si;Si;14;Variable;No
Masculino;Si;48;5;No;No;14;Fija;No
Femenino;Si;48;4;Si;Si;14;Variable;Si
Masculino;No;48;2;Si;No;14;Fija;No
Masculino;Si;48;2;No;No;14;Fija;No
Masculino;No;48;2;Si;No;14;Fija;No
Femenino;Si;48;2;Si;Si;14;Fija;Si
Masculino;No;48;2;No;No;14;Fija;No
Masculino;No;48;2;Si;Si;14;Variable;No
Femenino;No;48;2;Si;Si;14;Variable;No
Femenino;No;48;2;No;Si;14;Variable;No
Femenino;Si;48;1;No;Si;14;Variable;No
Masculino;No;48;0;Si;Si;14;Fija;No
Masculino;Si;48;0;No;No;14;Variable;No
Femenino;No;48;0;No;No;14;Variable;No
Femenino;No;49;4;Si;Si;14;Fija;Si
Femenino;No;49;4;Si;Si;14;Variable;Si
Masculino;No;49;3;Si;No;14;Fija;No
Masculino;Si;49;3;No;No;14;Variable;No
Femenino;No;49;3;Si;Si;14;Variable;No
Masculino;No;49;3;Si;Si;14;Variable;No
Masculino;No;49;3;Si;Si;14;Variable;No
Femenino;No;49;2;No;No;14;Fija;No
Masculino;No;49;1;Si;Si;14;Variable;No
Femenino;Si;49;0;Si;Si;14;Variable;No
Femenino;No;50;3;Si;Si;14;Fija;No
Femenino;No;50;3;Si;Si;14;Variable;No
Femenino;No;50;3;Si;Si;14;Variable;No
Femenino;Si;50;2;Si;No;14;Fija;No
Masculino;No;50;2;Si;Si;14;Variable;No
Masculino;Si;50;2;Si;Si;14;Variable;No
Femenino;No;50;2;Si;Si;14;Variable;No
Masculino;No;50;2;Si;Si;14;Variable;No
Femenino;No;50;1;Si;Si;14;Fija;No
Masculino;No;50;1;Si;No;14;Variable;No
Femenino;No;50;1;Si;Si;14;Variable;No
Femenino;No;50;1;Si;No;14;Variable;No
Masculino;Si;50;0;Si;Si;14;Fija;No
Femenino;No;50;0;Si;Si;14;Fija;No
Masculino;No;51;4;Si;Si;14;Variable;No
Masculino;Si;51;3;No;Si;14;Fija;No
Masculino;No;51;3;No;No;14;Fija;No
Masculino;No;51;2;Si;Si;14;Variable;No
Femenino;No;51;2;Si;Si;14;Variable;No
Femenino;No;51;2;Si;Si;14;Variable;No
Masculino;No;51;2;Si;Si;14;Variable;No
Masculino;No;51;2;Si;Si;14;Variable;No
Masculino;No;51;1;Si;Si;14;Variable;No
Masculino;No;51;1;Si;Si;14;Variable;No
Femenino;No;51;1;Si;Si;14;Variable;No
Masculino;No;51;1;No;No;14;Variable;No
Femenino;Si;51;0;Si;Si;14;Fija;No
Masculino;No;52;5;Si;Si;14;Variable;Si
Femenino;Si;52;4;No;No;14;Variable;Si
Masculino;Si;52;3;Si;Si;14;Variable;No
Masculino;No;52;1;No;Si;14;Fija;No
Masculino;Si;52;1;Si;No;14;Fija;No
Femenino;Si;52;1;Si;Si;14;Fija;No
Femenino;Si;52;1;Si;Si;14;Fija;No
Masculino;Si;52;1;Si;No;14;Variable;No
Femenino;Si;52;0;Si;Si;14;Fija;No
Femenino;Si;53;5;No;Si;14;Fija;Si
Masculino;No;53;4;No;No;14;Fija;Si
Femenino;No;53;3;Si;Si;14;Variable;No
Masculino;Si;53;3;No;Si;14;Variable;No
Masculino;Si;53;3;Si;Si;14;Variable;No
Masculino;Si;53;2;Si;Si;14;Variable;No
Femenino;No;53;2;Si;Si;14;Variable;No
Masculino;No;53;2;No;Si;14;Variable;No
Masculino;No;53;2;Si;Si;14;Variable;No
Femenino;No;53;1;Si;Si;14;Variable;No
Masculino;No;53;1;Si;No;14;Variable;No
Masculino;No;53;0;Si;Si;14;Variable;No
Masculino;Si;53;0;Si;Si;14;Variable;No
Masculino;Si;54;3;Si;No;14;Fija;No
Masculino;No;54;3;Si;No;14;Fija;No
Masculino;Si;54;2;No;Si;14;Fija;No
Femenino;Si;54;2;Si;Si;14;Variable;No
Femenino;No;54;1;Si;Si;14;Variable;No
Femenino;No;54;1;Si;Si;14;Variable;No
Femenino;Si;54;0;No;No;14;Variable;No
Femenino;No;55;4;No;No;14;Variable;No
Masculino;Si;55;3;No;No;14;Fija;No
Masculino;Si;55;3;Si;Si;14;Variable;No
Masculino;Si;55;2;Si;No;14;Fija;No
Femenino;No;55;1;Si;Si;14;Variable;No
Femenino;No;55;1;Si;Si;14;Variable;No
Femenino;Si;55;1;Si;Si;14;Variable;No
Masculino;No;55;1;Si;Si;14;Variable;No
Masculino;Si;55;1;Si;Si;14;Variable;No
Femenino;Si;55;0;Si;Si;14;Variable;No
Masculino;No;56;5;Si;No;14;Fija;Si
Masculino;Si;56;2;No;No;14;Fija;No
Masculino;Si;56;2;Si;Si;14;Fija;No
Masculino;Si;56;2;No;No;14;Variable;No
Femenino;Si;56;1;Si;Si;14;Fija;No
Masculino;No;56;1;Si;Si;14;Variable;No
Masculino;No;56;1;No;Si;14;Variable;No
Femenino;No;56;1;No;Si;14;Variable;No
Femenino;No;56;1;Si;Si;14;Variable;No
Femenino;No;56;0;Si;Si;14;Fija;No
Masculino;No;56;0;Si;Si;14;Variable;No
Masculino;No;56;0;Si;Si;14;Variable;No
Femenino;Si;57;2;Si;No;14;Variable;No
Femenino;No;57;0;Si;Si;14;Variable;No
Masculino;No;58;3;No;Si;14;Fija;No
Masculino;No;58;3;Si;Si;14;Fija;No
Masculino;No;59;5;No;Si;14;Fija;Si
Femenino;No;59;4;Si;Si;14;Variable;No
Masculino;Si;59;2;Si;Si;14;Variable;No
Femenino;No;59;2;Si;Si;14;Variable;No
Masculino;No;59;0;Si;Si;14;Variable;No
Femenino;No;59;0;Si;Si;14;Variable;No
Femenino;Si;59;0;Si;Si;14;Variable;No
Masculino;Si;60;3;Si;Si;14;Variable;No
Femenino;No;60;3;Si;Si;14;Variable;No
Masculino;No;60;2;Si;Si;14;Variable;No
Masculino;No;60;1;No;No;14;Variable;No
Femenino;Si;60;1;Si;Si;14;Variable;No
Masculino;Si;60;0;No;Si;14;Variable;No
Femenino;Si;60;0;Si;Si;14;Variable;No
Masculino;No;60;0;Si;Si;14;Variable;No
Femenino;No;60;0;Si;Si;14;Variable;No
Masculino;Si;61;3;Si;Si;14;Variable;No
Masculino;No;61;2;Si;Si;14;Fija;No
Masculino;No;61;1;Si;Si;14;Fija;No
Masculino;No;61;1;Si;No;14;Fija;No
Femenino;Si;61;0;Si;Si;14;Fija;No
Masculino;No;62;3;No;No;14;Fija;No
Masculino;Si;62;1;Si;Si;14;Variable;No
Femenino;Si;62;0;Si;Si;14;Fija;No
Femenino;No;63;5;Si;Si;14;Variable;Si
Masculino;No;63;2;Si;Si;14;Variable;No
Femenino;Si;63;2;Si;Si;14;Variable;No
Femenino;Si;63;0;Si;Si;14;Variable;No
Femenino;No;63;0;Si;Si;14;Variable;No
Masculino;No;64;4;No;No;14;Fija;Si
Masculino;No;64;3;No;Si;14;Variable;No
Femenino;Si;64;2;No;Si;14;Variable;No
Masculino;Si;65;1;Si;Si;14;Variable;No
Femenino;Si;66;2;No;No;14;Fija;No
