Codigo;Cap_endeudamiento;Tiempo_laboral;Prestamo;N_cuotas;Interes;Ingreso;Sexo;Estado_civil;Estado_SBS;Nivel_Educacion;Promocion;Mora
PER20ISP390420723;2,649.64;76;2,700;7;359.55;7570.4;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP053609353;605.21;12;1,000;3;84.99;2420.83;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP990804419;423.28;47;1,000;3;84.99;1693.125;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP156301376;679.29;57;1,500;6;210.12;2577.773333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP703030398;442.85;31;1,500;6;221.53;2038.365;Masculino;Soltero;CPP;Universitaria;Si;No
PER20ISP695847165;279.69;11;1,300;6;313.2;1400;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP375508100;1,581.41;12;12,000;9;1,977.49;6870.724413;Femenino;Soltero;DEFICIENTE;Universitaria;No;No
PER20ISP103879327;553.97;3;1,300;3;112.89;2215.861667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP641037901;547.42;18;2,700;6;388.29;2298.718333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP459393520;2,288.71;71;1,500;6;245.23;7629.028333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP955048302;333.76;19;3,100;12;859.91;1125.25;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP936079697;457.82;74;2,000;6;290.62;1831.281667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP259587086;829.38;31;1,000;4;101.86;2764.591667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP717749322;1,046.79;77;3,000;6;429.99;4319.081667;Femenino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP495667543;425.47;33;1,500;6;281.39;1701.875;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP365763983;427.22;77;1,000;3;84.99;1708.875;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP766392565;257.8;17;1,200;6;179.92;1575.875;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP661077160;265.4;26;1,300;6;281.25;2223.678333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP717571445;1,018.90;6;2,500;6;344.9;3687.163333;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP104517502;684.62;63;2,500;6;360.78;3072.951667;Masculino;Casado;NORMAL;Universitaria;No;Si
PER20ISP970885089;3,117.17;16;500;1;23.05;7078.902213;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP329167610;308.4;;1,000;6;184.53;1400;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP034611067;899.69;9;5,000;12;1,515.20;2998.981667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP583698578;726.51;34;2,500;6;344.9;2748.176667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP493951977;122.32;;600;6;110.72;1750;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP818169476;305.36;57;1,500;6;221.43;1609.125;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP542857199;247.31;38;2,200;12;696.15;1649.375;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP637783838;434.2;;4,100;12;1,006.40;2183.031667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP796853839;568.5;;3,000;6;393.39;2209.608333;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP393691694;199.45;;1,000;6;184.53;1518.125;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP827960930;545.16;19;2,500;6;360.78;2597.315;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP662342447;761.85;41;1,500;6;221.53;3095.056667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP467318081;587.33;12;1,500;6;221.53;2379.17;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP441646237;7,243.20;73;1,000;12;349.77;28587;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP281842335;350;;500;2;34.87;3465;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP406748129;535.65;20;1,300;3;112.14;2519.93;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP937340272;512.74;17;1,500;12;474.65;1714.125;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP217480989;500;11;2,500;6;360.78;3695.04;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP135894001;346.72;73;1,500;6;281.39;1386.875;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP655968536;546.15;18;1,000;3;88.14;2184.595;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP937021502;354.97;17;1,500;6;221.53;1771;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP959058131;727.29;69;500;1;23.05;1468.25;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP848683773;450;67;1,000;3;88.14;2300.281667;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP690598651;334.99;7;1,600;6;300.15;1800.796667;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP385492934;462.2;44;1,000;3;84.99;2156.455;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP625573668;590.06;12;1,000;3;84.99;2499.17;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP536248054;875.58;36;8,000;12;2,131.81;2983.325;Masculino;Casado;NORMAL;Universitaria;No;Si
PER20ISP336163858;585.36;60;2,000;12;632.87;1996.995;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP146735155;317.33;;1,000;6;166.43;1377.25;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP695480899;398.59;7;1,000;3;88.23;3077.976667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP193351721;454.69;50;1,500;6;221.53;1818.775;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP696880301;1,093.36;72;1,000;12;423.49;3973.965;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP646620822;380;;500;2;33.47;3465;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP866971623;263.52;10;1,200;6;180;2011.065;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP612473739;268.53;9;1,200;6;289.11;1168.125;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP147930877;273.91;59;600;3;55.8;2136.131667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP187116337;415;0;2,000;6;290.75;0;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP572529984;1,024.06;13;5,000;12;1,515.20;4315.565;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP571720491;431.93;21;1,000;3;84.99;2377.666667;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP556958542;472.5;0;1,200;3;94.79;1575;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP151699065;937.73;12;2,500;6;360.78;3792.6;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP813854216;350;0;1,700;6;249.22;0;Masculino;Casado;NORMAL;Universitaria;Si;Si
PER20ISP483152865;286.15;4;1,300;6;313.2;1392.125;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP538565240;323.43;3;1,500;6;221.53;1518.125;Masculino;Soltero;NORMAL;Primaria;Si;Si
PER20ISP474093132;532.67;77;1,000;3;84.99;2193.193333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP235361739;782.09;74;2,100;3;163.59;3827.361667;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP763777578;285.97;52;1,300;6;313.2;1502.375;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP074366487;450;21;2,000;6;290.75;3339.158333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP317257330;254.26;;1,200;6;221.44;1569.75;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP666364057;876.41;26;5,000;12;1,515.20;4420.891667;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP026969355;587.16;79;1,000;3;88.14;2378.448333;Masculino;Casado;NORMAL;Secundaria;No;No
PER20ISP124105689;396.92;44;1,900;6;276.9;2556.668333;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP940498630;322.04;42;2,900;12;889.51;1120.875;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP423321254;400;2;2,000;6;290.75;3356.95;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP726374360;748.86;70;2,500;12;568.84;3312.826667;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP429260827;1,115.13;27;3,000;6;429.99;4558.303333;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP879993781;1,298.46;;5,000;12;1,241.66;4595.25;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP870888092;600;80;1,500;3;131.46;2917.851667;Masculino;Casado;CPP;Universitaria;Si;No
PER20ISP564000739;428.7;44;2,100;6;304.45;1975.108333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP594067002;513.93;3;2,500;6;360.78;2834.941667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP929003744;920.45;0;1,000;4;100.01;3465;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP796414577;983.47;;9,000;12;1,677.91;2866.99;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP722066008;318.86;42;2,900;12;889.51;1137.5;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP284904950;474.38;79;1,500;6;221.53;2435.51;Femenino;Casado;NORMAL;Técnica;Si;No
PER20ISP310868107;550;0;2,500;6;360.78;0;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP538344646;857.94;82;2,300;3;178.72;3459.43;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP354160388;1,058.22;33;1,000;6;144.19;3776.833333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP130556084;430;79;2,000;6;290.75;7612.788333;Masculino;Casado;NORMAL;Postgrado;Si;No
PER20ISP789365847;450.59;66;1,000;3;84.99;1802.36;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP501792835;678.17;35;3,000;6;429.99;3816.686667;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP611124781;353.21;43;1,700;6;249.22;3278.666667;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP053771804;700.53;59;1,500;3;130.42;2802.111667;Femenino;Soltero;NORMAL;Postgrado;No;No
PER20ISP753592835;390.34;48;900;3;79.89;1914.92;Femenino;Soltero;DEFICIENTE;Técnica;Si;No
PER20ISP480727253;225.26;;1,100;6;202.98;1221.5;Masculino;Soltero;CPP;Secundaria;No;Si
PER20ISP057859881;802.06;21;2,500;6;360.78;3326.11;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP931803471;482.95;28;2,500;6;307.65;2741.923333;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP129930600;603.04;81;1,500;3;131.46;2603.568333;Femenino;Casado;NORMAL;Técnica;Si;No
PER20ISP552718684;670.43;40;2,500;6;360.78;2681.735;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP260849789;1,007.86;;900;2;55.66;2919.986667;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP994205846;285.46;;1,400;6;258.34;2034.515;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP891984074;437.56;79;1,000;3;88.14;1972.763333;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP043475940;268.61;26;1,300;6;193.76;1369.375;Femenino;Soltero;CPP;Técnica;Si;No
PER20ISP443768021;665.72;23;6,300;12;1,678.80;2259.635;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP851353702;437.5;7;2,200;6;412.7;1750;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP611192960;773.76;71;600;1;26.76;3095.056667;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP077808450;237.17;19;1,100;6;265.01;2162.708333;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP884144955;617.63;12;1,000;3;84.99;2470.5;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP501051752;248.27;23;1,200;6;179.92;1563.625;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP219960696;894.51;14;1,000;6;152.32;4079.906667;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP319105438;516.6;71;4,000;12;1,226.90;2163.49;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP931093587;507.84;2;2,500;6;360.78;2511.331667;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP151861916;613.42;11;4,000;12;1,226.90;2231.495;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP228215057;309.47;18;1,500;6;221.43;1416.625;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP921740008;473.56;7;4,300;12;1,318.92;1771.875;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP326614705;340;;500;2;34.87;2500;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP951762276;566.39;4;1,500;6;187.33;6176.225;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP280192763;419;8;2,000;6;375.18;1750;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP000379941;407.13;8;1,500;12;474.65;1400;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP629444632;267.22;5;1,300;6;193.84;1518.125;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP210482096;396;0;2,000;6;375.18;0;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP739432444;582.41;;3,000;6;410.93;2912.158333;Femenino;Soltero;CPP;Universitaria;Si;Si
PER20ISP665553378;426.18;61;1,000;3;88.23;2153.328333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP509282964;342.97;55;1,500;6;223.15;1189.125;Masculino;Casado;NORMAL;Secundaria;Si;No
PER20ISP148682456;395.47;;3,700;12;961.64;1347.5;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP810890413;1,102.54;17;1,500;6;221.53;3928.185;Femenino;Soltero;CPP;Técnica;Si;Si
PER20ISP872183168;727.2;52;3,000;6;429.99;3888.616667;Masculino;Soltero;CPP;Técnica;Si;Si
PER20ISP323870214;578;44;1,400;3;120.11;2312.006667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP323643572;1,030.77;77;2,000;6;290.75;4255.785;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP013721044;1,207.59;72;2,000;12;632.87;4341.896667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP056256125;354.4;73;1,700;6;249.11;1846.133333;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP870666454;959.43;6;2,500;6;344.9;3642.328333;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP822144392;3,185.14;;500;2;34.87;9286;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP328881415;398.25;11;1,900;6;276.9;2209.608333;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP112029652;309.07;73;1,500;6;281.39;1671.25;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP758959538;480;0;2,400;6;331.42;0;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP714732002;462.79;76;1,000;3;84.99;2702.84;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP755052204;582.21;77;2,500;6;360.78;2748.958333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP949235684;560.65;13;5,000;12;1,515.20;2254.163333;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP156494442;449.81;23;1,500;6;221.53;1799.233333;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP521811229;1,137.78;21;1,000;6;152.32;4551.126667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP633794619;622.95;13;2,500;6;360.78;3278.666667;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP957168142;700.53;9;1,500;3;130.42;2802.111667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP600829415;311.1;14;1,000;12;392.87;1050.875;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP516398527;539.11;8;1,500;6;221.53;4392.913333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP730478743;399.88;71;2,500;12;568.84;2639.525;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP620850865;675.32;81;1,500;3;131.46;2641.088333;Femenino;Soltero;CPP;Universitaria;No;No
PER20ISP676009045;1,309.66;43;5,000;12;1,515.20;4588.845;Femenino;Soltero;DEFICIENTE;Universitaria;No;No
PER20ISP429930564;504.4;56;1,000;3;84.99;2209.608333;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP696281732;284.08;71;1,300;6;313.2;1507.625;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP540514010;417.06;77;1,000;3;88.14;1728.125;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP161423740;400;47;2,000;6;290.75;1975.108333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP406701198;607.54;75;3,000;6;429.99;5059;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP101683210;308.62;60;1,500;6;281.39;2509.768333;Masculino;Casado;CPP;Universitaria;Si;No
PER20ISP608581689;725.24;;3,000;6;393.39;3739.115;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP663073212;518.24;71;2,600;6;455.72;2534;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP523430914;417.4;21;2,000;6;290.62;2174.433333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP034983319;555.04;10;2,500;6;438.19;2377.666667;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP673926458;620.07;;4,000;12;981.86;2166.616667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP924130852;340.62;;3,200;12;831.69;1986.833333;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP919223334;390.03;22;1,300;6;193.84;1866.545;Femenino;Casado;NORMAL;Técnica;Si;No
PER20ISP258189664;553.75;68;2,800;6;402.31;3990.333333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP750870608;353.85;;3,300;12;857.68;1386.875;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP626117192;531.61;9;2,700;6;371.51;2982.613333;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP229376822;415.63;26;1,000;3;84.99;1662.5;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP046587285;316.48;11;1,500;6;281.39;1312.5;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP548531836;441.28;61;1,100;3;94.51;2215.861667;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP765345385;863.31;77;2,500;6;360.78;3473.663333;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP828746006;537.61;77;1,000;3;84.99;2283.866667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP954449544;574.88;15;500;3;46.47;2299.5;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP531315996;374.51;77;1,500;6;221.53;1818.775;Femenino;Casado;CPP;Técnica;Si;No
PER20ISP241844210;225;42;1,000;6;152.32;2534;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP731364625;489.14;12;1,000;3;88.14;2494.916667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP481099086;336;14;1,000;6;201.33;1120;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP441014412;622.71;12;500;1;23.05;1395.625;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP458331170;447.56;;4,200;12;1,091.59;1491.875;Femenino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP808282810;527.52;6;1,500;6;281.39;2184.595;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP258894977;549.15;8;2,500;6;344.9;2922.833333;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP867838005;285;11;1,400;6;207.59;2451.143333;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP723099852;329.14;7;1,500;12;430.48;1180.375;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP755350244;546;60;5,000;12;1,515.20;7204.758333;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP911525911;381.64;41;1,900;6;276.9;2922.833333;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP770298375;2,277.60;25;5,000;12;1,515.20;9918.891667;Masculino;Casado;NORMAL;Universitaria;No;Si
PER20ISP944256838;372.92;24;1,800;6;337.67;1711.5;Masculino;Casado;NORMAL;Técnica;No;Si
PER20ISP213188503;1,761.30;12;6,000;8;948.35;6367.92512;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP731822199;755.45;13;1,200;3;95.95;3254.666667;Masculino;Casado;NORMAL;Secundaria;No;No
PER20ISP017862313;362.28;8;800;3;70.37;2665.32;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP473884879;543;0;5,000;12;1,515.20;0;Masculino;Soltero;CPP;Universitaria;No;No
PER20ISP790762453;1,015.09;56;3,000;6;429.99;4114.163333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP696431909;869.76;12;2,500;6;344.9;3122.658;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP277629682;335.82;22;1,600;6;235.37;3990.333333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP882525431;925.98;37;2,500;6;344.9;3100.75;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP614444056;399.98;40;1,000;3;84.99;1649.375;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP312359857;548;0;5,000;12;1,088.15;0;Masculino;Soltero;CPP;Técnica;No;Si
PER20ISP700791358;889.23;24;2,000;6;290.62;3556.928333;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP557596463;466.59;51;1,000;3;84.99;2340.146667;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP421128645;477.17;15;1,000;3;84.99;1908.666667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP094116183;464.46;26;1,000;3;84.99;1857.858333;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP189249578;581.87;7;1,400;3;120.86;2566.048333;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP647993752;251.59;;1,200;6;221.44;1449;Masculino;Soltero;CPP;Secundaria;Si;No
PER20ISP974319728;707.59;76;2,000;6;290.75;2922.121667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP950767379;432.28;76;2,100;6;304.59;2538.69;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP685863761;905;11;2,500;6;344.9;3339.158333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP931144887;600;11;3,000;6;429.8;2260.416667;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP989348167;459.62;;2,400;6;351.59;1993.868333;Masculino;Soltero;CPP;Universitaria;Si;Si
PER20ISP619122554;1,181.08;5;3,000;6;429.99;4724.33;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP759137767;435.3;21;1,500;6;221.53;2136.131667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP462152848;427.64;26;4,000;12;1,109.56;1458.625;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP622160400;895;76;2,500;6;344.9;2983.325;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP098105515;732.77;77;1,500;6;221.53;3052.356667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP409179218;648.59;9;5,000;12;1,515.20;2297.155;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP909394512;422.4;77;1,500;6;221.53;2854.483333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP932666923;492.73;3;2,400;6;345.96;2456.615;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP412788504;384.56;4;1,000;6;152.32;1538.25;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP358577943;450.38;8;1,500;6;281.39;2594.97;Femenino;Soltero;CPP;Técnica;Si;No
PER20ISP157122678;470.42;48;2,300;6;332.28;2650;Masculino;Soltero;CPP;Universitaria;Si;Si
PER20ISP991852329;596.37;40;1,000;3;88.14;2385.483333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP273789274;700.03;39;2,500;6;360.78;3079.4;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP503002028;814.37;7;2,500;6;344.9;2714.565;Masculino;Casado;NORMAL;Técnica;No;Si
PER20ISP905019367;457.32;21;1,000;3;84.99;2427.693333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP994226248;495.95;25;2,500;6;360.78;4844.333333;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP926401324;598.95;5;1,000;3;84.99;2459.741667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP034177372;521.15;10;1,500;6;221.53;2209.608333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP846687594;651.03;59;1,500;6;221.53;4482.936667;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP996703476;1,023.32;12;3,000;6;429.99;4120.975;Masculino;Soltero;NORMAL;Postgrado;No;Si
PER20ISP853520314;305.94;15;1,800;10;475.47;1050;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP532773708;225.21;73;1,000;6;240.92;2221.333333;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP058456644;1,026.36;77;1,000;6;144.32;3709.225;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP038203949;257.2;13;1,000;6;240.92;1059.625;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP770462164;361.37;4;1,500;6;281.39;1211.875;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP764542751;729.2;19;5,000;12;1,332.38;2690.333333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP882213814;288.34;;1,500;6;219.75;1575;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP957612401;384.98;22;900;3;78.01;2489.25;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP914660563;293.9;12;1,500;6;174.8;5605.86984;Masculino;Soltero;CPP;Postgrado;Si;No
PER20ISP426100286;454.69;12;1,000;3;84.99;1818.775;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP290199961;335.4;;3,100;12;805.7;1474.375;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP314585217;633.5;18;3,000;6;429.8;2534;Femenino;Casado;NORMAL;Universitaria;Si;No
PER20ISP605725359;263.85;4;1,200;6;179.92;1465.625;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP427435569;405.23;8;1,000;3;84.99;2302.626667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP011806481;400.95;38;1,500;6;219.75;2377.666667;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP066102505;530;0;2,500;6;344.9;0;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP564331378;373.64;35;1,200;4;127.01;2546.506667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP326741349;685.63;82;1,500;3;130.42;3009.656667;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP275852975;529.92;21;2,000;6;277.51;2895.13;Masculino;Casado;NORMAL;Universitaria;Si;Si
